name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,datePremiered,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,numOfScenes,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"dryden-love-triumphant","eng000743","Q108044113","Dryden","0","Love Triumphant, or Nature Will Prevail","","","https://texts.earlyprint.org/works/A36641.xml","","","","","1694","0","false","","","","","","","","","1694","","0","0","0","0","0","","","","5","1","5","0","25962","22009","1438","608","1430"
"dryden-marriage-a-la-mode","eng000476","Q906510","Dryden","0","Marriage à la Mode","","","https://texts.earlyprint.org/works/A36645.xml","","","","","1673","0","false","","","","","","","","","1673","","0","0","0","0","0","","","","9","3","5","9","29173","26305","995","558","1299"
"dryden-oedipus","eng000665","Q3719198","Dryden","0","Oedipus","","","https://texts.earlyprint.org/works/A36657.xml","","","","","1679","0","false","","","","","","","","","1679","","0","0","0","0","0","","","","5","3","5","0","25203","23137","681","0","2890"
"dryden-sir-martin-mar-all","eng000478","","Dryden","0","Sir Martin Mar-all, or The Feigned Innocence","","","https://texts.earlyprint.org/works/A36685.xml","","","","","1668","0","false","","","","","","","","","1668","","0","0","0","0","0","","","","5","","5","0","24421","23995","626","871","484"
"dryden-the-assignation","eng000587","","Dryden","0","The Assignation, or Love in a Nunnery","","","https://texts.earlyprint.org/works/A36600.xml","","","","","1673","0","false","","","","","","","","","1673","","0","0","0","0","0","","","","17","","5","16","26530","23458","1024","804","476"
"dryden-the-husband-his-own-cuckold","eng000479","","Dryden","0","The Husband His Own Cuckold","","","https://texts.earlyprint.org/works/A36717.xml","","","","","1696","0","false","","","","","","","","","1696","","0","0","0","0","0","","","","9","","5","8","26193","23218","898","661","717"
"dryden-the-spanish-friar","eng000588","","Dryden","0","The Spanish Friar, or The Double Discovery","","","https://texts.earlyprint.org/works/A36692.xml","","","","","1681","0","false","","","","","","","","","1681","","0","0","0","0","0","","","","11","","5","10","30669","26873","844","409","1778"
"dryden-the-state-of-innocence-and-fall-of-man","eng000615","","Dryden","0","The State of Innocence, and Fall of Man","","","https://texts.earlyprint.org/works/A36695.xml","","","","","1677","0","false","","","","","","","","","1677","","0","0","0","0","0","","","","6","","5","6","19640","12815","893","0","1439"
"dryden-troilus-and-cressida","eng000666","","Dryden","0","Troilus and Cressida, or Truth Found Too Late","","","https://texts.earlyprint.org/works/A36704.xml","","","","","1679","0","false","","","","","","","","","1679","","0","0","0","0","0","","","","11","","5","11","37056","24566","780","297","2088"
"dryden-tyrannic-love","eng000667","","Dryden","0","Tyrannic Love, or The Royal Martyr","","","https://texts.earlyprint.org/works/A36708.xml","","","","","1670","0","false","","","","","","","","","1670","","0","0","0","0","0","","","","5","","5","5","22775","19646","802","118","2194"
"duffett-psyche-debauched","eng000482","Q108083547","Duffett","0","Psyche Debauched","","","https://texts.earlyprint.org/works/A36762.xml","","","","","1678","0","false","","","","","","","","","1678","","0","0","0","0","0","","","","8","1","5","8","23609","19608","1410","253","1236"
"duffett-the-empress-of-morocco","eng000481","","Duffett","0","The Empress of Morocco","","","https://texts.earlyprint.org/works/A36757.xml","","","","","1674","0","false","","","","","","","","","1674","","0","0","0","0","0","","","","4","","0","4","5773","3852","686","0","485"
"duffett-the-mock-tempest","eng000589","","Duffett","0","The Mock Tempest, or The Enchanted Castle","","","https://texts.earlyprint.org/works/A36759.xml","","","","","1675","31","false","0.9403146353090736","0.535483870967742","1.4645161290322581","eng000589-alonzo|eng000589-gonzalo","16.06451612903226","2","","","1675","30","33","12","13","8","4","1","249","","11","","5","11","18179","16353","1020","636","457"
"ecclestone-noah-s-flood","eng000617","","Ecclestone","0","Noah's Flood, or the Destruction of the World","","","https://texts.earlyprint.org/works/A37724.xml","","","","","1679","0","false","","","","","","","","","1679","","0","0","0","0","0","","","","5","","5","0","18990","13877","713","19","1606"
"etherege-the-comical-revenge","eng000494","Q107608633","Etherege","0","The Comical Revenge, or Love in a Tub","","","https://texts.earlyprint.org/works/A38689.xml","","","","","1664","0","false","","","","","","","","","1664","","0","0","0","0","0","","","","26","1","5","26","24502","21804","1742","1","2674"
"fane-love-in-the-dark","eng000498","","Fane","0","Love in the Dark, or The Man of Business","","","https://texts.earlyprint.org/works/A40870.xml","","","","","1675","0","false","","","","","","","","","1675","","0","0","0","0","0","","","","21","","5","21","30574","26775","2119","842","1003"
"fane-the-sacrifice","eng000670","","Fane","0","The Sacrifice","","","https://texts.earlyprint.org/works/A40875.xml","","","","","1687","20","false","0.9194399554693675","0.8","1.2","several characters","15.2","2","","","1687","19","20","3","16","1","1","1","152","","5","","0","0","21632","19171","585","12","2266"
"farquhar-love-and-a-bottle","eng000501","Q104853539","Farquhar","0","Love and a Bottle","","","https://texts.earlyprint.org/works/A40960.xml","","","","","1699","0","false","","","","","","","","","1699","","0","0","0","0","0","","","","10","1","5","8","28135","26107","1146","1016","109"
"farquhar-the-constant-couple","eng000500","","Farquhar","0","The Constant Couple, or A Trip to the Jubilee","","","https://texts.earlyprint.org/works/A40958.xml","","","","","1700","0","false","","","","","","","","","1700","","0","0","0","0","0","","","","15","","5","15","25214","22821","671","919","159"
"field-a-woman-is-a-weathercock","eng000003","Q17152949","Field","0","A Woman Is a Weathercock","","Comedy","https://texts.earlyprint.org/works/A00725.xml","","","","","1609","21","false","0.9466247317640507","0.9238095238095239","1.0761904761904761","several characters","18.476190476190474","2","","","","20","21","5","16","0","0","1","194","1609","5","1","5","4","18442","16876","683","493","1180"
"field-amends-for-ladies","eng000002","","Field","0","Amends for Ladies","","Comedy","https://texts.earlyprint.org/works/A00723.xml","","","","","1610","27","false","0.885978341997546","0.7435897435897436","1.2564102564102564","several characters","19.333333333333332","2","","","","26","27","6","21","0","0","1","261","1610","6","","6","0","19667","19099","627","332","1349"
"field-fletcher-massinger-the-knight-of-malta","eng000351","Q7744845","Field","2","The Knight of Malta","","Tragicomedy","https://texts.earlyprint.org/works/A27177_23.xml","","","","","1616","35","false","0.854933814657806","0.3983193277310924","1.6352941176470588","eng000351-norandine","13.542857142857143","3","","","","30","35","8","26","1","2","1","237","1616","18","1","5","18","24817","24594","365","35","3097"
"field-fletcher-massinger-the-queen-of-corinth","eng000355","Q7759009","Field","2","The Queen of Corinth","","Tragicomedy","https://texts.earlyprint.org/works/A27177_27.xml","","","","","1616","28","false","0.8564940889383228","0.6005291005291006","1.4153439153439153","eng000355-crates|eng000355-euphanes","16.214285714285715","3","","","","26","28","4","24","0","2","1","227","1616","16","1","5","16","22131","21739","487","16","2815"
"field-massinger-fletcher-the-honest-man-s-fortune","eng000354","Q7740116","Field","2","The Honest Man's Fortune","","Tragicomedy","https://texts.earlyprint.org/works/A27177_26.xml","","","","","1613","25","false","0.8843901321155324","0.7466666666666667","1.2533333333333334","several characters","17.92","2","","","","24","25","3","22","0","0","1","224","1613","5","1","5","5","25105","23972","410","453","1829"
"field-massinger-the-fatal-dowry","eng000151","Q7733516","Field","1","The Fatal Dowry","","Tragedy","https://texts.earlyprint.org/works/A07251.xml","","","","","1619","29","false","0.8637937515547395","0.6182266009852216","1.3842364532019704","eng000151-liladam","17.310344827586206","3","","","","27","29","3","26","0","0","1","251","1619","10","1","5","10","22491","21840","470","95","2643"
"fisher-fuimus-troes","eng000004","Q16931157","Fisher","0","Fuimus Troes","","","https://texts.earlyprint.org/works/A00760.xml","","","","","1611","22","false","1","1","1","several characters","21","1","","","","21","22","0","22","0","0","1","231","1611","36","1","5","35","18381","16071","661","0","2033"
"flecknoe-erminia","eng000744","","Flecknoe","0","Erminia, or The Fair and Virtuous Lady","","","https://texts.earlyprint.org/works/A39712.xml","","","","","1661","0","false","","","","","","","","","1661","","0","0","0","0","0","","","","46","","5","46","19654","18209","570","643","4"
"flecknoe-love-s-kingdom","eng000745","","Flecknoe","0","Love's Kingdom","","","https://texts.earlyprint.org/works/A39719.xml","","","","","1664","0","false","","","","","","","","","1664","","0","0","0","0","0","","","","5","","5","0","19724","15926","631","174","1941"
"flecknoe-the-damoiselles-a-la-mode","eng000495","","Flecknoe","0","The Damoiselles à la Mode","","","https://texts.earlyprint.org/works/A39704.xml","","","","","1667","0","false","","","","","","","","","1667","","0","0","0","0","0","","","","47","","5","46","20341","18679","644","992","39"
"fletcher-a-wife-for-a-month","eng000357","Q17026288","Fletcher","0","A Wife for a Month","","Tragicomedy","https://texts.earlyprint.org/works/A27177_29.xml","","","","","1624","32","false","0.8835482523142248","0.6532258064516129","1.346774193548387","several characters","20.25","2","","","","31","32","7","24","0","1","1","324","1624","5","2","4","5","23113","22618","376","27","2653"
"fletcher-beaumont-the-captain","eng000334","Q7721282","Fletcher","1","The Captain","","Comedy","https://texts.earlyprint.org/works/A27177_06.xml","","","","","1609","22","false","0.8348073807544677","0.5151515151515151","1.5324675324675325","eng000334-jacomo","10.818181818181818","3","","","","19","22","6","16","0","0","1","119","1609","20","1","5","20","26438","25710","457","25","3235"
"fletcher-beaumont-the-noble-gentleman","eng000333","Q7754255","Fletcher","1","The Noble Gentleman","","Comedy","https://texts.earlyprint.org/works/A27177_05.xml","","","","","1605","18","false","0.906064496505673","0.8300653594771242","1.1699346405228759","several characters","14.11111111111111","2","","","","17","18","5","13","0","0","1","127","1605","5","1","5","1","20492","20149","291","17","2538"
"fletcher-bonduca","eng000347","Q4941450","Fletcher","0","Bonduca","","Tragedy","https://texts.earlyprint.org/works/A27177_19.xml","","","","","1611","27","false","0.8780816065829004","0.7094017094017094","1.2991452991452992","several characters","18.444444444444443","3","","","","24","27","3","24","0","1","1","249","1611","18","1","5","18","22491","22070","549","25","2919"
"fletcher-field-four-plays","eng000362","","Fletcher","1","Four Plays, or Moral Representations, in One","","","https://texts.earlyprint.org/works/A27177_35.xml","","","","","1613","52","false","1","1","1","several characters","51","1","","","","51","52","11","30","11","2","1","1326","1613","1","","0","0","22542","21284","1150","68","2480"
"fletcher-ford-massinger-webster-the-fair-maid-of-the-inn","eng000360","Q7733121","Fletcher","3","The Fair Maid of the Inn","","Comedy","https://texts.earlyprint.org/works/A27177_32.xml","","","","","1626","33","false","0.8795338111293515","0.6628787878787878","1.3371212121212122","several characters","21.21212121212121","2","","","","32","33","5","28","0","2","1","350","1626","5","1","5","5","22365","21909","441","226","2359"
"fletcher-massinger-a-very-woman","eng000390","Q4660457","Fletcher","1","A Very Woman","","Tragicomedy","https://texts.earlyprint.org/works/A50093_03.xml","","","","","1634","34","false","0.872745536924075","0.714795008912656","1.285204991087344","several characters","23.58823529411765","2","","","","33","34","6","29","0","1","1","401","1634","5","1","5","0","22011","21283","427","0","2857"
"fletcher-massinger-the-bloody-brother-rollo-duke-of-normandy","eng000005","","Fletcher","1","The Bloody Brother (Rollo, Duke of Normandy)","","Tragedy","https://texts.earlyprint.org/works/A00959.xml","","","","","1617","37","false","0.8916532635648649","0.5555555555555556","1.4444444444444444","eng000005-latorch","20","2","","","","36","37","3","34","0","1","1","370","1617","12","","4","12","20951","20530","330","0","2621"
"fletcher-massinger-the-custom-of-the-country","eng000332","Q16385380","Fletcher","1","The Custom of the Country","","Comedy","https://texts.earlyprint.org/works/A27177_04.xml","","","","","1625","35","false","0.8776261724883864","0.5899159663865546","1.4134453781512606","eng000332-arnoldo","20.057142857142857","3","","","","33","35","5","21","9","2","1","351","1625","9","1","5","9","25220","24379","463","10","3162"
"fletcher-massinger-the-double-marriage","eng000349","Q7730744","Fletcher","1","The Double Marriage","","Tragedy","https://texts.earlyprint.org/works/A27177_21.xml","","","","","1619","32","false","0.8907280222212728","0.7036290322580645","1.2963709677419355","eng000349-virolet","21.8125","2","","","","31","32","3","29","0","4","1","349","1619","5","1","5","5","24999","24740","583","13","3250"
"fletcher-massinger-the-elder-brother","eng000006","Q7731687","Fletcher","1","The Elder Brother","","Comedy","https://texts.earlyprint.org/works/A00960.xml","","","","","1625","16","false","0.8460144022644023","0.7166666666666667","1.2833333333333334","several characters","10.75","2","","","","14","16","3","13","0","0","1","86","1625","17","1","5","17","20851","20346","164","0","2623"
"fletcher-massinger-the-false-one","eng000337","Q7733262","Fletcher","1","The False One","","","https://texts.earlyprint.org/works/A27177_09.xml","","","","","1619","17","false","0.8527077497665733","0.6985294117647058","1.3014705882352942","eng000337-achillas|eng000337-sceva|eng000337-antony","11.176470588235293","2","","","","15","17","4","13","0","0","1","95","1619","16","1","5","16","20866","20197","242","4","2631"
"fletcher-massinger-the-little-french-lawyer","eng000331","Q7747596","Fletcher","1","The Little French Lawyer","","Comedy","https://texts.earlyprint.org/works/A27177_03.xml","","","","","1619","26","false","0.9178926222518901","0.8369230769230769","1.1630769230769231","several characters","20.923076923076923","2","","","","25","26","6","20","0","3","1","272","1619","5","1","5","5","23479","22911","514","7","3017"
"fletcher-massinger-the-prophetess","eng000346","Q7758590","Fletcher","1","The Prophetess","","Tragicomedy","https://texts.earlyprint.org/works/A27177_18.xml","","","","","1622","39","false","0.833064657559257","0.37516869095816463","1.6116642958748222","eng000346-maximinian","14.256410256410257","3","","","","34","39","4","35","0","4","2","278","1622","18","1","5","18","20193","19954","422","5","2567"
"fletcher-massinger-the-sea-voyage","eng000348","Q7762780","Fletcher","1","The Sea Voyage","","Comedy","https://texts.earlyprint.org/works/A27177_20.xml","","","","","1622","19","false","0.9889920880632955","0.9883040935672515","1.0116959064327486","several characters","17.789473684210527","2","","","","18","19","6","13","0","0","1","169","1622","5","1","5","3","18302","18178","264","7","2400"
"fletcher-massinger-the-spanish-curate","eng000330","Q7765669","Fletcher","1","The Spanish Curate","","Tragicomedy","https://texts.earlyprint.org/works/A27177_02.xml","","","","","1622","23","false","0.8055625701977837","0.4901185770750988","1.5454545454545454","eng000330-arsenio","10.782608695652174","3","","","","19","23","4","18","1","0","1","124","1622","21","2","5","21","24745","24231","367","10","3094"
"fletcher-massinger-the-wandering-lovers","eng000341","","Fletcher","1","The Wandering Lovers","","Tragicomedy","https://texts.earlyprint.org/works/A27177_13.xml","","","","","1623","21","false","0.9367585630743525","0.9047619047619048","1.0952380952380953","several characters","18.095238095238095","2","","","","20","21","3","18","0","2","1","190","1623","5","","5","5","22959","22405","462","20","2872"
"fletcher-rowley-the-maid-in-the-mill","eng000345","Q16386849","Fletcher","1","The Maid in the Mill","","Comedy","https://texts.earlyprint.org/works/A27177_17.xml","","","","","1623","30","false","0.8603410849830287","0.5540229885057472","1.4735632183908045","eng000345-julio","16.066666666666666","3","","","","27","30","7","23","0","1","1","241","1623","12","1","5","12","22965","22705","322","62","2663"
"fletcher-rule-a-wife-and-have-a-wife","eng000009","Q7378936","Fletcher","0","Rule a Wife and Have a Wife","","Comedy","https://texts.earlyprint.org/works/A00967.xml","","","","","1624","19","false","0.9328689370485037","0.8947368421052632","1.105263157894737","several characters","16.105263157894736","2","","","","18","19","9","10","0","0","1","153","1624","5","2","0","0","20206","19644","360","0","2416"
"fletcher-shirley-the-night-walker","eng000008","","Fletcher","1","The Night Walker, or The Little Thief","","Comedy","https://texts.earlyprint.org/works/A00966.xml","","","","","1611","24","false","0.8975093001627528","0.782608695652174","1.2173913043478262","several characters","18","2","","","","23","24","9","15","0","2","1","216","1611","5","","5","1","21728","21466","401","12","2656"
